route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
160221,25721284,25721284,,,,160221
160221,25719262,25719262,,,,160221
160221,25719292,25719292,,,,160221
160221,25721225,25721225,,,,160221
160221,25720274,25720274,,,,160221
160221,25720674,25720674,,,,160221
160221,25720694,25720694,,,,160221
160221,25720334,25720334,,,,160221
160221,25720454,25720454,,,,160221
160221,25720374,25720374,,,,160221
160221,25720474,25720474,,,,160221
160221,25721332,25721332,,,,160221
160221,25721290,25721290,,,,160221
160221,25719272,25719272,,,,160221
160221,25720394,25720394,,,,160221
160221,25720734,25720734,,,,160221
160221,25720754,25720754,,,,160221
160221,25720294,25720294,,,,160221
160221,25721293,25721293,,,,160221
160221,25721287,25721287,,,,160221
160221,25721299,25721299,,,,160221
160221,25719277,25719277,,,,160221
160221,25721228,25721228,,,,160221
160221,25721231,25721231,,,,160221
160221,25721296,25721296,,,,160221
160221,25719342,25719342,,,,160221
160221,25719282,25719282,,,,160221
160221,25721229,25721229,,,,160221
160221,25719287,25719287,,,,160221
160221,25719267,25719267,,,,160221
160221,25721305,25721305,,,,160221
160221,25721230,25721230,,,,160221
160221,25721226,25721226,,,,160221
160221,25721238,25721238,,,,160221
160221,25721302,25721302,,,,160221
160221,25719297,25719297,,,,160221
160221,25721232,25721232,,,,160221
160221,25719367,25719367,,,,160221
160221,25721308,25721308,,,,160221
160221,25721335,25721335,,,,160221
160221,25719302,25719302,,,,160221
160221,25721233,25721233,,,,160221
160221,25721311,25721311,,,,160221
160221,25719312,25719312,,,,160221
160221,25719307,25719307,,,,160221
160221,25721234,25721234,,,,160221
160221,25721314,25721314,,,,160221
160221,25721317,25721317,,,,160221
160221,25719317,25719317,,,,160221
160221,25720414,25720414,,,,160221
160221,25721320,25721320,,,,160221
160221,25719322,25719322,,,,160221
160221,25721239,25721239,,,,160221
160221,25721245,25721245,,,,160221
160221,25721241,25721241,,,,160221
160221,25721236,25721236,,,,160221
160221,25721323,25721323,,,,160221
160221,25721344,25721344,,,,160221
160221,25719327,25719327,,,,160221
160221,25721326,25721326,,,,160221
160221,25719332,25719332,,,,160221
160221,25721329,25721329,,,,160221
160221,25719337,25719337,,,,160221
160221,25720554,25720554,,,,160221
160221,25720574,25720574,,,,160221
160221,25720594,25720594,,,,160221
160221,25720614,25720614,,,,160221
160221,25721242,25721242,,,,160221
160221,25719347,25719347,,,,160221
160221,25721338,25721338,,,,160221
160221,25719352,25719352,,,,160221
160221,25721341,25721341,,,,160221
160221,25721347,25721347,,,,160221
160221,25719357,25719357,,,,160221
160221,25721243,25721243,,,,160221
160221,25719362,25719362,,,,160221
160221,25721244,25721244,,,,160221
160221,25721350,25721350,,,,160221
160221,25721353,25721353,,,,160221
160221,25719372,25719372,,,,160221
160221,25719377,25719377,,,,160221
160221,25721246,25721246,,,,160221
160221,25721247,25721247,,,,160221
160221,25720774,25720774,,,,160221
160221,25720794,25720794,,,,160221
160221,25720814,25720814,,,,160221
160221,25719954,25719954,,,,160221
160221,25720854,25720854,,,,160221
160221,25720874,25720874,,,,160221
160221,25719974,25719974,,,,160221
160222,25567664,25567664,,,,160222
160222,25567669,25567669,,,,160222
160222,25566464,25566464,,,,160222
160222,25567686,25567686,,,,160222
160222,25565764,25565764,,,,160222
160222,25567661,25567661,,,,160222
160222,25567655,25567655,,,,160222
160222,25566484,25566484,,,,160222
160222,25566524,25566524,,,,160222
160222,25566544,25566544,,,,160222
160222,25566564,25566564,,,,160222
160222,25566584,25566584,,,,160222
160222,25566604,25566604,,,,160222
160222,25566984,25566984,,,,160222
160222,25567164,25567164,,,,160222
160222,25567184,25567184,,,,160222
160222,25567689,25567689,,,,160222
160222,25567692,25567692,,,,160222
160222,25567713,25567713,,,,160222
160222,25566944,25566944,,,,160222
160222,25566904,25566904,,,,160222
160222,25567064,25567064,,,,160222
160222,25567084,25567084,,,,160222
160222,25566624,25566624,,,,160222
160222,25566644,25566644,,,,160222
160222,25566844,25566844,,,,160222
160222,25566504,25566504,,,,160222
160222,25566864,25566864,,,,160222
160222,25566724,25566724,,,,160222
160222,25566744,25566744,,,,160222
160222,25566764,25566764,,,,160222
160222,25566824,25566824,,,,160222
160222,25566664,25566664,,,,160222
160222,25566684,25566684,,,,160222
160222,25566704,25566704,,,,160222
160222,25566924,25566924,,,,160222
160222,25567660,25567660,,,,160222
160222,25567657,25567657,,,,160222
160222,25566964,25566964,,,,160222
160222,25567104,25567104,,,,160222
160222,25567124,25567124,,,,160222
160222,25567144,25567144,,,,160222
160222,25567004,25567004,,,,160222
160222,25567695,25567695,,,,160222
160222,25567716,25567716,,,,160222
160222,25567710,25567710,,,,160222
160222,25567701,25567701,,,,160222
160222,25567722,25567722,,,,160222
160222,25567737,25567737,,,,160222
160222,25565769,25565769,,,,160222
160222,25565774,25565774,,,,160222
160222,25565784,25565784,,,,160222
160222,25565799,25565799,,,,160222
160222,25565759,25565759,,,,160222
160222,25567656,25567656,,,,160222
160222,25567654,25567654,,,,160222
160222,25566784,25566784,,,,160222
160222,25566804,25566804,,,,160222
160222,25565804,25565804,,,,160222
160222,25567658,25567658,,,,160222
160222,25566884,25566884,,,,160222
160222,25567659,25567659,,,,160222
160222,25567704,25567704,,,,160222
160222,25567698,25567698,,,,160222
160222,25567666,25567666,,,,160222
160222,25567674,25567674,,,,160222
160222,25567676,25567676,,,,160222
160222,25567662,25567662,,,,160222
160222,25567670,25567670,,,,160222
160222,25567024,25567024,,,,160222
160222,25567044,25567044,,,,160222
160222,25567244,25567244,,,,160222
160222,25567719,25567719,,,,160222
160222,25567707,25567707,,,,160222
160222,25567740,25567740,,,,160222
160222,25567725,25567725,,,,160222
160222,25567731,25567731,,,,160222
160222,25567746,25567746,,,,160222
160222,25567749,25567749,,,,160222
160222,25565814,25565814,,,,160222
160222,25565829,25565829,,,,160222
160222,25565839,25565839,,,,160222
160222,25565809,25565809,,,,160222
160222,25567665,25567665,,,,160222
160222,25567734,25567734,,,,160222
160222,25567743,25567743,,,,160222
160222,25565789,25565789,,,,160222
160222,25565794,25565794,,,,160222
160222,25565819,25565819,,,,160222
160222,25565779,25565779,,,,160222
160222,25567728,25567728,,,,160222
160222,25567675,25567675,,,,160222
160222,25567667,25567667,,,,160222
160222,25567673,25567673,,,,160222
160222,25567663,25567663,,,,160222
160222,25567671,25567671,,,,160222
160222,25567264,25567264,,,,160222
160222,25567284,25567284,,,,160222
160222,25567224,25567224,,,,160222
160222,25567204,25567204,,,,160222
160222,25566424,25566424,,,,160222
160222,25565824,25565824,,,,160222
160222,25565834,25565834,,,,160222
160222,25565844,25565844,,,,160222
160222,25565849,25565849,,,,160222
160222,25567672,25567672,,,,160222
160222,25567668,25567668,,,,160222
160222,25566444,25566444,,,,160222
160222,25567304,25567304,,,,160222
160226,25575107,25575107,,,,160226
160226,25575127,25575127,,,,160226
160226,25575147,25575147,,,,160226
160226,25575167,25575167,,,,160226
160226,25575187,25575187,,,,160226
160226,25575207,25575207,,,,160226
161050,25624593,25624593,,,,161050
161050,25624597,25624597,,,,161050
161050,25624599,25624599,,,,161050
161050,25624606,25624606,,,,161050
161050,25624615,25624615,,,,161050
161050,25624621,25624621,,,,161050
161050,25624624,25624624,,,,161050
161050,25624627,25624627,,,,161050
161050,25624630,25624630,,,,161050
161050,25624595,25624595,,,,161050
161050,25624591,25624591,,,,161050
161050,25623297,25623297,,,,161050
161050,25623307,25623307,,,,161050
161050,25623212,25623212,,,,161050
161050,25623227,25623227,,,,161050
161050,25623267,25623267,,,,161050
161050,25623696,25623696,,,,161050
161050,25623277,25623277,,,,161050
161050,25623182,25623182,,,,161050
161050,25623202,25623202,,,,161050
161050,25623716,25623716,,,,161050
161050,25624601,25624601,,,,161050
161050,25623217,25623217,,,,161050
161050,25623736,25623736,,,,161050
161050,25624619,25624619,,,,161050
161050,25623197,25623197,,,,161050
161050,25623756,25623756,,,,161050
161050,25623776,25623776,,,,161050
161050,25624617,25624617,,,,161050
161050,25624594,25624594,,,,161050
161050,25624590,25624590,,,,161050
161050,25623317,25623317,,,,161050
161050,25623327,25623327,,,,161050
161050,25623187,25623187,,,,161050
161050,25623242,25623242,,,,161050
161050,25624611,25624611,,,,161050
161050,25623272,25623272,,,,161050
161050,25623192,25623192,,,,161050
161050,25624592,25624592,,,,161050
161050,25624596,25624596,,,,161050
161050,25623796,25623796,,,,161050
161050,25623816,25623816,,,,161050
161050,25623976,25623976,,,,161050
161050,25623856,25623856,,,,161050
161050,25624056,25624056,,,,161050
161050,25624076,25624076,,,,161050
161050,25624096,25624096,,,,161050
161050,25624136,25624136,,,,161050
161050,25624156,25624156,,,,161050
161050,25624176,25624176,,,,161050
161050,25624016,25624016,,,,161050
161050,25623836,25623836,,,,161050
161050,25624609,25624609,,,,161050
161050,25623207,25623207,,,,161050
161050,25623876,25623876,,,,161050
161050,25624598,25624598,,,,161050
161050,25623287,25623287,,,,161050
161050,25623896,25623896,,,,161050
161050,25623222,25623222,,,,161050
161050,25623282,25623282,,,,161050
161050,25623252,25623252,,,,161050
161050,25624608,25624608,,,,161050
161050,25623322,25623322,,,,161050
161050,25623916,25623916,,,,161050
161050,25623996,25623996,,,,161050
161050,25624116,25624116,,,,161050
161050,25624036,25624036,,,,161050
161050,25623956,25623956,,,,161050
161050,25623936,25623936,,,,161050
161050,25623232,25623232,,,,161050
161050,25624600,25624600,,,,161050
161050,25623237,25623237,,,,161050
161050,25624602,25624602,,,,161050
161050,25624603,25624603,,,,161050
161050,25624618,25624618,,,,161050
