service_id,date,exception_type
25690391,20200501,1
25690391,20201225,1
25690393,20191201,1
25690393,20191208,1
25690393,20200216,1
25690393,20201101,1
25690393,20201005,1
25690393,20201201,1
25690393,20201208,1
25690393,20191225,1
25690393,20200101,1
25690393,20200603,1
25690393,20200610,1
25690393,20200402,1
25690393,20191101,1
25690393,20200501,1
25690393,20201225,1
25688512,20191005,1
25688512,20200404,1
25688522,20191005,1
25688522,20200404,1
25688502,20191005,1
25688502,20200404,1
25688427,20191005,1
25688427,20200404,1
25688477,20191005,1
25688477,20200404,1
25688492,20191005,1
25688492,20200404,1
25690376,20191201,1
25690376,20191208,1
25690376,20200216,1
25690376,20201101,1
25690376,20201005,1
25690376,20201201,1
25690376,20201208,1
25690376,20191225,1
25690376,20200101,1
25690376,20200603,1
25690376,20200610,1
25690376,20200402,1
25690376,20191101,1
25690376,20200501,1
25690376,20201225,1
25690399,20191201,1
25690399,20191208,1
25690399,20200216,1
25690399,20201101,1
25690399,20201005,1
25690399,20201201,1
25690399,20201208,1
25690399,20191225,1
25690399,20200101,1
25690399,20200603,1
25690399,20200610,1
25690399,20200402,1
25690399,20191101,1
25690399,20200501,1
25690399,20201225,1
25690377,20191201,1
25690377,20191208,1
25690377,20200216,1
25690377,20201101,1
25690377,20201005,1
25690377,20201201,1
25690377,20201208,1
25690377,20191225,1
25690377,20200101,1
25690377,20200603,1
25690377,20200610,1
25690377,20200402,1
25690377,20191101,1
25690377,20200501,1
25690377,20201225,1
25688527,20191005,1
25688527,20200404,1
25688432,20191005,1
25688432,20200404,1
25688442,20191005,1
25688442,20200404,1
25688457,20191005,1
25688457,20200404,1
25688467,20191005,1
25688467,20200404,1
25690378,20191201,1
25690378,20191208,1
25690378,20200216,1
25690378,20201101,1
25690378,20201005,1
25690378,20201201,1
25690378,20201208,1
25690378,20191225,1
25690378,20200101,1
25690378,20200603,1
25690378,20200610,1
25690378,20200402,1
25690378,20191101,1
25690378,20200501,1
25690378,20201225,1
25688437,20191005,1
25688437,20200404,1
25690383,20191201,1
25690383,20191208,1
25690383,20200216,1
25690383,20201101,1
25690383,20201005,1
25690383,20201201,1
25690383,20201208,1
25690383,20191225,1
25690383,20200101,1
25690383,20200603,1
25690383,20200610,1
25690383,20200402,1
25690383,20191101,1
25690383,20200501,1
25690383,20201225,1
25690379,20191201,1
25690379,20191208,1
25690379,20200216,1
25690379,20201101,1
25690379,20201005,1
25690379,20201201,1
25690379,20201208,1
25690379,20191225,1
25690379,20200101,1
25690379,20200603,1
25690379,20200610,1
25690379,20200402,1
25690379,20191101,1
25690379,20200501,1
25690379,20201225,1
25690380,20191201,1
25690380,20191208,1
25690380,20200216,1
25690380,20201101,1
25690380,20201005,1
25690380,20201201,1
25690380,20201208,1
25690380,20191225,1
25690380,20200101,1
25690380,20200603,1
25690380,20200610,1
25690380,20200402,1
25690380,20191101,1
25690380,20200501,1
25690380,20201225,1
25688447,20191005,1
25688447,20200404,1
25690381,20191201,1
25690381,20191208,1
25690381,20200216,1
25690381,20201101,1
25690381,20201005,1
25690381,20201201,1
25690381,20201208,1
25690381,20191225,1
25690381,20200101,1
25690381,20200603,1
25690381,20200610,1
25690381,20200402,1
25690381,20191101,1
25690381,20200501,1
25690381,20201225,1
25688452,20191005,1
25688452,20200404,1
25688462,20191005,1
25688462,20200404,1
25690382,20191201,1
25690382,20191208,1
25690382,20200216,1
25690382,20201101,1
25690382,20201005,1
25690382,20201201,1
25690382,20201208,1
25690382,20191225,1
25690382,20200101,1
25690382,20200603,1
25690382,20200610,1
25690382,20200402,1
25690382,20191101,1
25690382,20200501,1
25690382,20201225,1
25690384,20191201,1
25690384,20191208,1
25690384,20200216,1
25690384,20201101,1
25690384,20201005,1
25690384,20201201,1
25690384,20201208,1
25690384,20191225,1
25690384,20200101,1
25690384,20200603,1
25690384,20200610,1
25690384,20200402,1
25690384,20191101,1
25690384,20200501,1
25690384,20201225,1
25690385,20191201,1
25690385,20191208,1
25690385,20200216,1
25690385,20201101,1
25690385,20201005,1
25690385,20201201,1
25690385,20201208,1
25690385,20191225,1
25690385,20200101,1
25690385,20200603,1
25690385,20200610,1
25690385,20200402,1
25690385,20191101,1
25690385,20200501,1
25690385,20201225,1
25690394,20191201,1
25690394,20191208,1
25690394,20200216,1
25690394,20201101,1
25690394,20201005,1
25690394,20201201,1
25690394,20201208,1
25690394,20191225,1
25690394,20200101,1
25690394,20200603,1
25690394,20200610,1
25690394,20200402,1
25690394,20191101,1
25690394,20200501,1
25690394,20201225,1
25690386,20191201,1
25690386,20191208,1
25690386,20200216,1
25690386,20201101,1
25690386,20201005,1
25690386,20201201,1
25690386,20201208,1
25690386,20191225,1
25690386,20200101,1
25690386,20200603,1
25690386,20200610,1
25690386,20200402,1
25690386,20191101,1
25690386,20200501,1
25690386,20201225,1
25688472,20191005,1
25688472,20200404,1
25690387,20191201,1
25690387,20191208,1
25690387,20200216,1
25690387,20201101,1
25690387,20201005,1
25690387,20201201,1
25690387,20201208,1
25690387,20191225,1
25690387,20200101,1
25690387,20200603,1
25690387,20200610,1
25690387,20200402,1
25690387,20191101,1
25690387,20200501,1
25690387,20201225,1
25690396,20191201,1
25690396,20191208,1
25690396,20200216,1
25690396,20201101,1
25690396,20201005,1
25690396,20201201,1
25690396,20201208,1
25690396,20191225,1
25690396,20200101,1
25690396,20200603,1
25690396,20200610,1
25690396,20200402,1
25690396,20191101,1
25690396,20200501,1
25690396,20201225,1
25690397,20191201,1
25690397,20191208,1
25690397,20200216,1
25690397,20201101,1
25690397,20201005,1
25690397,20201201,1
25690397,20201208,1
25690397,20191225,1
25690397,20200101,1
25690397,20200603,1
25690397,20200610,1
25690397,20200402,1
25690397,20191101,1
25690397,20200501,1
25690397,20201225,1
25690388,20191201,1
25690388,20191208,1
25690388,20200216,1
25690388,20201101,1
25690388,20201005,1
25690388,20201201,1
25690388,20201208,1
25690388,20191225,1
25690388,20200101,1
25690388,20200603,1
25690388,20200610,1
25690388,20200402,1
25690388,20191101,1
25690388,20200501,1
25690388,20201225,1
25688482,20191005,1
25688482,20200404,1
25690389,20191201,1
25690389,20191208,1
25690389,20200216,1
25690389,20201101,1
25690389,20201005,1
25690389,20201201,1
25690389,20201208,1
25690389,20191225,1
25690389,20200101,1
25690389,20200603,1
25690389,20200610,1
25690389,20200402,1
25690389,20191101,1
25690389,20200501,1
25690389,20201225,1
25688487,20191005,1
25688487,20200404,1
25690390,20191201,1
25690390,20191208,1
25690390,20200216,1
25690390,20201101,1
25690390,20201005,1
25690390,20201201,1
25690390,20201208,1
25690390,20191225,1
25690390,20200101,1
25690390,20200603,1
25690390,20200610,1
25690390,20200402,1
25690390,20191101,1
25690390,20200501,1
25690390,20201225,1
25688497,20191005,1
25688497,20200404,1
25688507,20191005,1
25688507,20200404,1
25690392,20191201,1
25690392,20191208,1
25690392,20200216,1
25690392,20201101,1
25690392,20201005,1
25690392,20201201,1
25690392,20201208,1
25690392,20191225,1
25690392,20200101,1
25690392,20200603,1
25690392,20200610,1
25690392,20200402,1
25690392,20191101,1
25690392,20200501,1
25690392,20201225,1
25690395,20191201,1
25690395,20191208,1
25690395,20200216,1
25690395,20201101,1
25690395,20201005,1
25690395,20201201,1
25690395,20201208,1
25690395,20191225,1
25690395,20200101,1
25690395,20200603,1
25690395,20200610,1
25690395,20200402,1
25690395,20191101,1
25690395,20200501,1
25690395,20201225,1
25690401,20191201,1
25690401,20191208,1
25690401,20200216,1
25690401,20201101,1
25690401,20201005,1
25690401,20201201,1
25690401,20201208,1
25690401,20191225,1
25690401,20200101,1
25690401,20200603,1
25690401,20200610,1
25690401,20200402,1
25690401,20191101,1
25690401,20200501,1
25690401,20201225,1
25688517,20191005,1
25688517,20200404,1
25690398,20191201,1
25690398,20191208,1
25690398,20200216,1
25690398,20201101,1
25690398,20201005,1
25690398,20201201,1
25690398,20201208,1
25690398,20191225,1
25690398,20200101,1
25690398,20200603,1
25690398,20200610,1
25690398,20200402,1
25690398,20191101,1
25690398,20200501,1
25690398,20201225,1
25690400,20191201,1
25690400,20191208,1
25690400,20200216,1
25690400,20201101,1
25690400,20201005,1
25690400,20201201,1
25690400,20201208,1
25690400,20191225,1
25690400,20200101,1
25690400,20200603,1
25690400,20200610,1
25690400,20200402,1
25690400,20191101,1
25690400,20200501,1
25690400,20201225,1
25688537,20191005,1
25688537,20200404,1
25688552,20191005,1
25688552,20200404,1
25688542,20191005,1
25688542,20200404,1
25690402,20191201,1
25690402,20191208,1
25690402,20200216,1
25690402,20201101,1
25690402,20201005,1
25690402,20201201,1
25690402,20201208,1
25690402,20191225,1
25690402,20200101,1
25690402,20200603,1
25690402,20200610,1
25690402,20200402,1
25690402,20191101,1
25690402,20200501,1
25690402,20201225,1
25688547,20191005,1
25688547,20200404,1
25690403,20191201,1
25690403,20191208,1
25690403,20200216,1
25690403,20201101,1
25690403,20201005,1
25690403,20201201,1
25690403,20201208,1
25690403,20191225,1
25690403,20200101,1
25690403,20200603,1
25690403,20200610,1
25690403,20200402,1
25690403,20191101,1
25690403,20200501,1
25690403,20201225,1
25690404,20191201,1
25690404,20191208,1
25690404,20200216,1
25690404,20201101,1
25690404,20201005,1
25690404,20201201,1
25690404,20201208,1
25690404,20191225,1
25690404,20200101,1
25690404,20200603,1
25690404,20200610,1
25690404,20200402,1
25690404,20191101,1
25690404,20200501,1
25690404,20201225,1
25690405,20191201,1
25690405,20191208,1
25690405,20200216,1
25690405,20201101,1
25690405,20201005,1
25690405,20201201,1
25690405,20201208,1
25690405,20191225,1
25690405,20200101,1
25690405,20200603,1
25690405,20200610,1
25690405,20200402,1
25690405,20191101,1
25690405,20200501,1
25690405,20201225,1
25690408,20191201,1
25690408,20191208,1
25690408,20200216,1
25690408,20201101,1
25690408,20201005,1
25690408,20201201,1
25690408,20201208,1
25690408,20191225,1
25690408,20200101,1
25690408,20200603,1
25690408,20200610,1
25690408,20200402,1
25690408,20191101,1
25690408,20200501,1
25690408,20201225,1
25690406,20191201,1
25690406,20191208,1
25690406,20200216,1
25690406,20201101,1
25690406,20201005,1
25690406,20201201,1
25690406,20201208,1
25690406,20191225,1
25690406,20200101,1
25690406,20200603,1
25690406,20200610,1
25690406,20200402,1
25690406,20191101,1
25690406,20200501,1
25690406,20201225,1
25688562,20191005,1
25688562,20200404,1
25688567,20191005,1
25688567,20200404,1
25688402,20191005,1
25688402,20200404,1
25688572,20191005,1
25688572,20200404,1
25782361,20191201,1
25782361,20191208,1
25782361,20200216,1
25782361,20201101,1
25782361,20201005,1
25782361,20201201,1
25782361,20201208,1
25782361,20191225,1
25782361,20200101,1
25782361,20200603,1
25782361,20200610,1
25782361,20200402,1
25782361,20191101,1
25782361,20200501,1
25782361,20201225,1
25782363,20191201,1
25782363,20191208,1
25782363,20200216,1
25782363,20201101,1
25782363,20201005,1
25782363,20201201,1
25782363,20201208,1
25782363,20191225,1
25782363,20200101,1
25782363,20200603,1
25782363,20200610,1
25782363,20200402,1
25782363,20191101,1
25782363,20200501,1
25782363,20201225,1
25781754,20191005,1
25781754,20200404,1
25781764,20191005,1
25781764,20200404,1
25782339,20191201,1
25782339,20191208,1
25782339,20200216,1
25782339,20201101,1
25782339,20201005,1
25782339,20201201,1
25782339,20201208,1
25782339,20191225,1
25782339,20200101,1
25782339,20200603,1
25782339,20200610,1
25782339,20200402,1
25782339,20191101,1
25782339,20200501,1
25782339,20201225,1
25782342,20191201,1
25782342,20191208,1
25782342,20200216,1
25782342,20201101,1
25782342,20201005,1
25782342,20201201,1
25782342,20201208,1
25782342,20191225,1
25782342,20200101,1
25782342,20200603,1
25782342,20200610,1
25782342,20200402,1
25782342,20191101,1
25782342,20200501,1
25782342,20201225,1
25782351,20191201,1
25782351,20191208,1
25782351,20200216,1
25782351,20201101,1
25782351,20201005,1
25782351,20201201,1
25782351,20201208,1
25782351,20191225,1
25782351,20200101,1
25782351,20200603,1
25782351,20200610,1
25782351,20200402,1
25782351,20191101,1
25782351,20200501,1
25782351,20201225,1
25782355,20191201,1
25782355,20191208,1
25782355,20200216,1
25782355,20201101,1
25782355,20201005,1
25782355,20201201,1
25782355,20201208,1
25782355,20191225,1
25782355,20200101,1
25782355,20200603,1
25782355,20200610,1
25782355,20200402,1
25782355,20191101,1
25782355,20200501,1
25782355,20201225,1
25782357,20191201,1
25782357,20191208,1
25782357,20200216,1
25782357,20201101,1
25782357,20201005,1
25782357,20201201,1
25782357,20201208,1
25782357,20191225,1
25782357,20200101,1
25782357,20200603,1
25782357,20200610,1
25782357,20200402,1
25782357,20191101,1
25782357,20200501,1
25782357,20201225,1
25781679,20191005,1
25781679,20200404,1
25782359,20191201,1
25782359,20191208,1
25782359,20200216,1
25782359,20201101,1
25782359,20201005,1
25782359,20201201,1
25782359,20201208,1
25782359,20191225,1
25782359,20200101,1
25782359,20200603,1
25782359,20200610,1
25782359,20200402,1
25782359,20191101,1
25782359,20200501,1
25782359,20201225,1
25781669,20191005,1
25781669,20200404,1
25782360,20191201,1
25782360,20191208,1
25782360,20200216,1
25782360,20201101,1
25782360,20201005,1
25782360,20201201,1
25782360,20201208,1
25782360,20191225,1
25782360,20200101,1
25782360,20200603,1
25782360,20200610,1
25782360,20200402,1
25782360,20191101,1
25782360,20200501,1
25782360,20201225,1
25782358,20191201,1
25782358,20191208,1
25782358,20200216,1
25782358,20201101,1
25782358,20201005,1
25782358,20201201,1
25782358,20201208,1
25782358,20191225,1
25782358,20200101,1
25782358,20200603,1
25782358,20200610,1
25782358,20200402,1
25782358,20191101,1
25782358,20200501,1
25782358,20201225,1
25782362,20191201,1
25782362,20191208,1
25782362,20200216,1
25782362,20201101,1
25782362,20201005,1
25782362,20201201,1
25782362,20201208,1
25782362,20191225,1
25782362,20200101,1
25782362,20200603,1
25782362,20200610,1
25782362,20200402,1
25782362,20191101,1
25782362,20200501,1
25782362,20201225,1
25782356,20191201,1
25782356,20191208,1
25782356,20200216,1
25782356,20201101,1
25782356,20201005,1
25782356,20201201,1
25782356,20201208,1
25782356,20191225,1
25782356,20200101,1
25782356,20200603,1
25782356,20200610,1
25782356,20200402,1
25782356,20191101,1
25782356,20200501,1
25782356,20201225,1
25782353,20191201,1
25782353,20191208,1
25782353,20200216,1
25782353,20201101,1
25782353,20201005,1
25782353,20201201,1
25782353,20201208,1
25782353,20191225,1
25782353,20200101,1
25782353,20200603,1
25782353,20200610,1
25782353,20200402,1
25782353,20191101,1
25782353,20200501,1
25782353,20201225,1
25782344,20191201,1
25782344,20191208,1
25782344,20200216,1
25782344,20201101,1
25782344,20201005,1
25782344,20201201,1
25782344,20201208,1
25782344,20191225,1
25782344,20200101,1
25782344,20200603,1
25782344,20200610,1
25782344,20200402,1
25782344,20191101,1
25782344,20200501,1
25782344,20201225,1
25782346,20191201,1
25782346,20191208,1
25782346,20200216,1
25782346,20201101,1
25782346,20201005,1
25782346,20201201,1
25782346,20201208,1
25782346,20191225,1
25782346,20200101,1
25782346,20200603,1
25782346,20200610,1
25782346,20200402,1
25782346,20191101,1
25782346,20200501,1
25782346,20201225,1
25782341,20191201,1
25782341,20191208,1
25782341,20200216,1
25782341,20201101,1
25782341,20201005,1
25782341,20201201,1
25782341,20201208,1
25782341,20191225,1
25782341,20200101,1
25782341,20200603,1
25782341,20200610,1
25782341,20200402,1
25782341,20191101,1
25782341,20200501,1
25782341,20201225,1
25781664,20191005,1
25781664,20200404,1
25781674,20191005,1
25781674,20200404,1
25781684,20191005,1
25781684,20200404,1
25781739,20191005,1
25781739,20200404,1
25781749,20191005,1
25781749,20200404,1
25781694,20191005,1
25781694,20200404,1
25781704,20191005,1
25781704,20200404,1
25781714,20191005,1
25781714,20200404,1
25781729,20191005,1
25781729,20200404,1
25782347,20191201,1
25782347,20191208,1
25782347,20200216,1
25782347,20201101,1
25782347,20201005,1
25782347,20201201,1
25782347,20201208,1
25782347,20191225,1
25782347,20200101,1
25782347,20200603,1
25782347,20200610,1
25782347,20200402,1
25782347,20191101,1
25782347,20200501,1
25782347,20201225,1
25782343,20191201,1
25782343,20191208,1
25782343,20200216,1
25782343,20201101,1
25782343,20201005,1
25782343,20201201,1
25782343,20201208,1
25782343,20191225,1
25782343,20200101,1
25782343,20200603,1
25782343,20200610,1
25782343,20200402,1
25782343,20191101,1
25782343,20200501,1
25782343,20201225,1
25782340,20191201,1
25782340,20191208,1
25782340,20200216,1
25782340,20201101,1
25782340,20201005,1
25782340,20201201,1
25782340,20201208,1
25782340,20191225,1
25782340,20200101,1
25782340,20200603,1
25782340,20200610,1
25782340,20200402,1
25782340,20191101,1
25782340,20200501,1
25782340,20201225,1
25782354,20191201,1
25782354,20191208,1
25782354,20200216,1
25782354,20201101,1
25782354,20201005,1
25782354,20201201,1
25782354,20201208,1
25782354,20191225,1
25782354,20200101,1
25782354,20200603,1
25782354,20200610,1
25782354,20200402,1
25782354,20191101,1
25782354,20200501,1
25782354,20201225,1
25782349,20191201,1
25782349,20191208,1
25782349,20200216,1
25782349,20201101,1
25782349,20201005,1
25782349,20201201,1
25782349,20201208,1
25782349,20191225,1
25782349,20200101,1
25782349,20200603,1
25782349,20200610,1
25782349,20200402,1
25782349,20191101,1
25782349,20200501,1
25782349,20201225,1
25781734,20191005,1
25781734,20200404,1
25782350,20191201,1
25782350,20191208,1
25782350,20200216,1
25782350,20201101,1
25782350,20201005,1
25782350,20201201,1
25782350,20201208,1
25782350,20191225,1
25782350,20200101,1
25782350,20200603,1
25782350,20200610,1
25782350,20200402,1
25782350,20191101,1
25782350,20200501,1
25782350,20201225,1
25782345,20191201,1
25782345,20191208,1
25782345,20200216,1
25782345,20201101,1
25782345,20201005,1
25782345,20201201,1
25782345,20201208,1
25782345,20191225,1
25782345,20200101,1
25782345,20200603,1
25782345,20200610,1
25782345,20200402,1
25782345,20191101,1
25782345,20200501,1
25782345,20201225,1
25782348,20191201,1
25782348,20191208,1
25782348,20200216,1
25782348,20201101,1
25782348,20201005,1
25782348,20201201,1
25782348,20201208,1
25782348,20191225,1
25782348,20200101,1
25782348,20200603,1
25782348,20200610,1
25782348,20200402,1
25782348,20191101,1
25782348,20200501,1
25782348,20201225,1
25782352,20191201,1
25782352,20191208,1
25782352,20200216,1
25782352,20201101,1
25782352,20201005,1
25782352,20201201,1
25782352,20201208,1
25782352,20191225,1
25782352,20200101,1
25782352,20200603,1
25782352,20200610,1
25782352,20200402,1
25782352,20191101,1
25782352,20200501,1
25782352,20201225,1
25781689,20191005,1
25781689,20200404,1
25781709,20191005,1
25781709,20200404,1
25781699,20191005,1
25781699,20200404,1
25781724,20191005,1
25781724,20200404,1
25782338,20191201,1
25782338,20191208,1
25782338,20200216,1
25782338,20201101,1
25782338,20201005,1
25782338,20201201,1
25782338,20201208,1
25782338,20191225,1
25782338,20200101,1
25782338,20200603,1
25782338,20200610,1
25782338,20200402,1
25782338,20191101,1
25782338,20200501,1
25782338,20201225,1
25781759,20191005,1
25781759,20200404,1
25781719,20191005,1
25781719,20200404,1
25781744,20191005,1
25781744,20200404,1
25631438,20191201,1
25631438,20191208,1
25631438,20200216,1
25631438,20201101,1
25631438,20201005,1
25631438,20201201,1
25631438,20201208,1
25631438,20191225,1
25631438,20200101,1
25631438,20200603,1
25631438,20200610,1
25631438,20200402,1
25631438,20191101,1
25631438,20200501,1
25631438,20201225,1
25631449,20191201,1
25631449,20191208,1
25631449,20200216,1
25631449,20201101,1
25631449,20201005,1
25631449,20201201,1
25631449,20201208,1
25631449,20191225,1
25631449,20200101,1
25631449,20200603,1
25631449,20200610,1
25631449,20200402,1
25631449,20191101,1
25631449,20200501,1
25631449,20201225,1
25630821,20191005,1
25630821,20200404,1
25630831,20191005,1
25630831,20200404,1
25630846,20191005,1
25630846,20200404,1
25630856,20191005,1
25630856,20200404,1
25630866,20191005,1
25630866,20200404,1
25630876,20191005,1
25630876,20200404,1
25630896,20191005,1
25630896,20200404,1
25631450,20191201,1
25631450,20191208,1
25631450,20200216,1
25631450,20201101,1
25631450,20201005,1
25631450,20201201,1
25631450,20201208,1
25631450,20191225,1
25631450,20200101,1
25631450,20200603,1
25631450,20200610,1
25631450,20200402,1
25631450,20191101,1
25631450,20200501,1
25631450,20201225,1
25631446,20191201,1
25631446,20191208,1
25631446,20200216,1
25631446,20201101,1
25631446,20201005,1
25631446,20201201,1
25631446,20201208,1
25631446,20191225,1
25631446,20200101,1
25631446,20200603,1
25631446,20200610,1
25631446,20200402,1
25631446,20191101,1
25631446,20200501,1
25631446,20201225,1
25631452,20191201,1
25631452,20191208,1
25631452,20200216,1
25631452,20201101,1
25631452,20201005,1
25631452,20201201,1
25631452,20201208,1
25631452,20191225,1
25631452,20200101,1
25631452,20200603,1
25631452,20200610,1
25631452,20200402,1
25631452,20191101,1
25631452,20200501,1
25631452,20201225,1
25630906,20191005,1
25630906,20200404,1
25630911,20191005,1
25630911,20200404,1
25630886,20191005,1
25630886,20200404,1
25631433,20191201,1
25631433,20191208,1
25631433,20200216,1
25631433,20201101,1
25631433,20201005,1
25631433,20201201,1
25631433,20201208,1
25631433,20191225,1
25631433,20200101,1
25631433,20200603,1
25631433,20200610,1
25631433,20200402,1
25631433,20191101,1
25631433,20200501,1
25631433,20201225,1
25631443,20191201,1
25631443,20191208,1
25631443,20200216,1
25631443,20201101,1
25631443,20201005,1
25631443,20201201,1
25631443,20201208,1
25631443,20191225,1
25631443,20200101,1
25631443,20200603,1
25631443,20200610,1
25631443,20200402,1
25631443,20191101,1
25631443,20200501,1
25631443,20201225,1
25631430,20191201,1
25631430,20191208,1
25631430,20200216,1
25631430,20201101,1
25631430,20201005,1
25631430,20201201,1
25631430,20201208,1
25631430,20191225,1
25631430,20200101,1
25631430,20200603,1
25631430,20200610,1
25631430,20200402,1
25631430,20191101,1
25631430,20200501,1
25631430,20201225,1
25630836,20191005,1
25630836,20200404,1
25631429,20191201,1
25631429,20191208,1
25631429,20200216,1
25631429,20201101,1
25631429,20201005,1
25631429,20201201,1
25631429,20201208,1
25631429,20191225,1
25631429,20200101,1
25631429,20200603,1
25631429,20200610,1
25631429,20200402,1
25631429,20191101,1
25631429,20200501,1
25631429,20201225,1
25631431,20191201,1
25631431,20191208,1
25631431,20200216,1
25631431,20201101,1
25631431,20201005,1
25631431,20201201,1
25631431,20201208,1
25631431,20191225,1
25631431,20200101,1
25631431,20200603,1
25631431,20200610,1
25631431,20200402,1
25631431,20191101,1
25631431,20200501,1
25631431,20201225,1
25631434,20191201,1
25631434,20191208,1
25631434,20200216,1
25631434,20201101,1
25631434,20201005,1
25631434,20201201,1
25631434,20201208,1
25631434,20191225,1
25631434,20200101,1
25631434,20200603,1
25631434,20200610,1
25631434,20200402,1
25631434,20191101,1
25631434,20200501,1
25631434,20201225,1
25630826,20191005,1
25630826,20200404,1
25631435,20191201,1
25631435,20191208,1
25631435,20200216,1
25631435,20201101,1
25631435,20201005,1
25631435,20201201,1
25631435,20201208,1
25631435,20191225,1
25631435,20200101,1
25631435,20200603,1
25631435,20200610,1
25631435,20200402,1
25631435,20191101,1
25631435,20200501,1
25631435,20201225,1
25631432,20191201,1
25631432,20191208,1
25631432,20200216,1
25631432,20201101,1
25631432,20201005,1
25631432,20201201,1
25631432,20201208,1
25631432,20191225,1
25631432,20200101,1
25631432,20200603,1
25631432,20200610,1
25631432,20200402,1
25631432,20191101,1
25631432,20200501,1
25631432,20201225,1
25631440,20191201,1
25631440,20191208,1
25631440,20200216,1
25631440,20201101,1
25631440,20201005,1
25631440,20201201,1
25631440,20201208,1
25631440,20191225,1
25631440,20200101,1
25631440,20200603,1
25631440,20200610,1
25631440,20200402,1
25631440,20191101,1
25631440,20200501,1
25631440,20201225,1
25631442,20191201,1
25631442,20191208,1
25631442,20200216,1
25631442,20201101,1
25631442,20201005,1
25631442,20201201,1
25631442,20201208,1
25631442,20191225,1
25631442,20200101,1
25631442,20200603,1
25631442,20200610,1
25631442,20200402,1
25631442,20191101,1
25631442,20200501,1
25631442,20201225,1
25631445,20191201,1
25631445,20191208,1
25631445,20200216,1
25631445,20201101,1
25631445,20201005,1
25631445,20201201,1
25631445,20201208,1
25631445,20191225,1
25631445,20200101,1
25631445,20200603,1
25631445,20200610,1
25631445,20200402,1
25631445,20191101,1
25631445,20200501,1
25631445,20201225,1
25631451,20191201,1
25631451,20191208,1
25631451,20200216,1
25631451,20201101,1
25631451,20201005,1
25631451,20201201,1
25631451,20201208,1
25631451,20191225,1
25631451,20200101,1
25631451,20200603,1
25631451,20200610,1
25631451,20200402,1
25631451,20191101,1
25631451,20200501,1
25631451,20201225,1
25631448,20191201,1
25631448,20191208,1
25631448,20200216,1
25631448,20201101,1
25631448,20201005,1
25631448,20201201,1
25631448,20201208,1
25631448,20191225,1
25631448,20200101,1
25631448,20200603,1
25631448,20200610,1
25631448,20200402,1
25631448,20191101,1
25631448,20200501,1
25631448,20201225,1
25630841,20191005,1
25630841,20200404,1
25630851,20191005,1
25630851,20200404,1
25630891,20191005,1
25630891,20200404,1
25630881,20191005,1
25630881,20200404,1
25630871,20191005,1
25630871,20200404,1
25630861,20191005,1
25630861,20200404,1
25630901,20191005,1
25630901,20200404,1
25631447,20191201,1
25631447,20191208,1
25631447,20200216,1
25631447,20201101,1
25631447,20201005,1
25631447,20201201,1
25631447,20201208,1
25631447,20191225,1
25631447,20200101,1
25631447,20200603,1
25631447,20200610,1
25631447,20200402,1
25631447,20191101,1
25631447,20200501,1
25631447,20201225,1
25631444,20191201,1
25631444,20191208,1
