service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
25816348,0,0,0,0,0,0,1,20190916,20290916
25816350,0,0,0,0,0,0,1,20190916,20290916
25816352,0,0,0,0,0,0,1,20190916,20290916
25816333,1,1,1,1,1,0,0,20190916,20290916
25816331,1,1,1,1,1,0,0,20190916,20290916
25816329,1,1,1,1,1,0,0,20190916,20290916
25816327,1,1,1,1,1,0,0,20190916,20290916
25816325,1,1,1,1,1,0,0,20190916,20290916
25816323,1,1,1,1,1,0,0,20190916,20290916
25816321,1,1,1,1,1,0,0,20190916,20290916
25816343,0,0,0,0,0,1,0,20190916,20290916
25816341,0,0,0,0,0,1,0,20190916,20290916
25816339,0,0,0,0,0,1,0,20190916,20290916
25816337,0,0,0,0,0,1,0,20190916,20290916
25816335,0,0,0,0,0,1,0,20190916,20290916
25816345,0,0,0,0,0,0,1,20190916,20290916
25816349,0,0,0,0,0,0,1,20190916,20290916
25816347,0,0,0,0,0,0,1,20190916,20290916
25816353,0,0,0,0,0,0,1,20190916,20290916
25816351,0,0,0,0,0,0,1,20190916,20290916
